player,team,PF,P_all,P_T100,P_T1000,CP_all,CP_T100,CP_T1000,CP_all_diff,CP_T100_diff,CP_T1000_diff,P_all_diff,P_T100_diff,P_T1000_diff,P_rookies%,P_exp%,P_vets%,trend,pos,game
G. Donnarumma,PSG,1.4,1.5,0.0,0.0,,,,,,,,,,0.5,1.4,0.5,-1.8,G,CLK
L. Sane,BAY,1.4,1.4,0.0,0.0,,,,,,,,,,0.5,1.0,0.7,0.0,A,CLK
R. Kolo Muani,FFM,1.4,2.3,0.0,0.0,,,,,,,,,,1.0,1.4,1.5,-13.5,A,CLK
D. Nunez,LIV,1.4,1.4,1.0,0.0,,,,,,,,,,0.8,0.7,1.0,-0.9,A,CLK
C. Nielsen,BRU,1.3,1.4,0.0,0.0,,,,,,,,,,1.0,0.5,1.0,-1.8,M,CLK
M. de Ligt,BAY,1.3,1.3,1.0,0.0,,,,,,,,,,0.8,0.5,1.0,0.0,F,CLK
M. Götze,FFM,1.2,1.4,1.0,0.0,,,,,,,,,,1.3,0.5,0.7,-2.7,M,CLK
K. Walker,MAC,1.2,0.9,0.0,0.0,,,,,,,,,,0.5,0.2,1.0,4.5,F,CLK
A. Schjelderup,BEN,1.2,1.7,0.0,0.0,,,,,,,,,,2.0,0.9,0.0,-7.2,M,CLK
E. Elmas,NAP,1.2,1.3,3.0,0.0,,,,,,,,,,1.3,0.9,0.0,-1.8,M,CLK
B. Chilwell,CHE,1.1,0.9,0.0,0.0,,,,,,,,,,0.5,0.9,0.0,2.7,F,CLK
E. Camavinga,RMA,1.1,0.3,0.0,0.0,,,,,,,,,,0.0,0.3,0.0,11.7,M,CLK
P. Foden,MAC,1.0,1.2,0.0,0.0,,,,,,,,,,0.5,0.7,0.7,-1.8,M,CLK
F. Luis,BEN,1.0,0.8,1.0,0.0,,,,,,,,,,1.0,0.3,0.0,3.6,M,CLK
J. Mario,FCP,1.0,0.8,0.0,0.0,,,,,,,,,,0.3,0.3,0.7,3.6,F,CLK
C. Soler,PSG,0.9,1.3,1.0,0.0,,,,,,,,,,0.3,1.0,0.7,-5.4,M,CLK
A. Saelemaekers,ACM,0.9,0.9,0.0,0.0,,,,,,,,,,0.0,1.2,0.0,0.0,M,CLK
A. Bastoni,INT,0.9,0.9,3.0,0.0,,,,,,,,,,0.5,0.9,0.0,0.0,F,CLK
H. Mkhitaryan,INT,0.9,0.9,0.0,0.0,,,,,,,,,,0.3,0.9,0.2,0.0,M,CLK
M. Salah,LIV,0.8,1.0,2.0,0.0,,,,,,,,,,0.3,0.7,0.7,-2.7,A,CLK
E. Can,BVB,0.8,0.8,1.0,0.0,,,,,,,,,,0.3,0.7,0.2,0.9,M,CLK
E. Militão,RMA,0.8,0.5,2.0,0.0,,,,,,,,,,0.5,0.3,0.0,4.5,F,CLK
L. Modric,RMA,0.8,0.5,2.0,0.0,,,,,,,,,,0.8,0.0,0.2,4.5,M,CLK
R. Lukaku,INT,0.8,0.8,0.0,0.0,,,,,,,,,,0.3,0.9,0.0,0.0,A,CLK
D. Kulusevski,TOT,0.8,0.8,0.0,0.0,,,,,,,,,,0.5,0.3,0.5,0.0,M,CLK
A. Davies,BAY,0.7,0.8,1.0,0.0,,,,,,,,,,0.8,0.5,0.0,-0.9,F,CLK
C. Chukwuemeka,CHE,0.7,0.8,0.0,0.0,,,,,,,,,,1.3,0.0,0.2,-0.9,M,CLK
M. Bignetti,FFM,0.7,0.8,0.0,0.0,,,,,,,,,,0.8,0.5,0.0,-0.9,G,CLK
R. Gosens,INT,0.7,0.6,1.0,0.0,,,,,,,,,,0.3,0.3,0.5,0.9,F,CLK
T. Ndombele,NAP,0.7,0.6,2.0,0.0,,,,,,,,,,0.5,0.5,0.0,0.9,M,CLK
G. Simeone,NAP,0.7,0.6,0.0,0.0,,,,,,,,,,1.0,0.2,0.0,0.9,A,CLK
A. Tchouameni,RMA,0.7,1.3,2.0,0.0,,,,,,,,,,0.8,1.2,0.0,-9.0,M,CLK
C. Gakpo,LIV,0.6,0.9,1.0,0.0,,,,,,,,,,0.3,0.7,0.5,-3.6,A,CLK
M. Taremi,FCP,0.6,0.8,2.0,0.0,,,,,,,,,,0.8,0.2,0.5,-1.8,A,CLK
T. Schlieck,RBL,0.6,0.6,0.0,0.0,,,,,,,,,,1.0,0.0,0.2,0.0,G,CLK
A. Franco,FCP,0.6,0.6,0.0,0.0,,,,,,,,,,0.5,0.0,0.7,-0.9,M,CLK
T. Alexander-Arnold,LIV,0.5,0.6,0.0,0.0,,,,,,,,,,0.3,0.3,0.5,-1.8,F,CLK
J. Henderson,LIV,0.5,0.6,0.0,0.0,,,,,,,,,,0.8,0.2,0.2,-1.8,M,CLK
P. Kalulu,ACM,0.5,0.5,1.0,0.0,,,,,,,,,,0.0,0.7,0.0,0.0,F,CLK
D. Moreira,BEN,0.5,0.5,0.0,0.0,,,,,,,,,,0.5,0.3,0.0,0.0,M,CLK
B. Meijer,BRU,0.5,0.5,1.0,0.0,,,,,,,,,,0.5,0.2,0.2,0.0,F,CLK
K. Trapp,FFM,0.5,0.5,1.0,0.0,,,,,,,,,,0.5,0.2,0.2,0.0,G,CLK
Galeno,FCP,0.5,0.5,0.0,0.0,,,,,,,,,,0.0,0.3,0.5,0.0,A,CLK
M. Skriniar,INT,0.5,0.5,2.0,0.0,,,,,,,,,,0.5,0.3,0.0,0.0,F,CLK
S. de Vrij,INT,0.5,0.5,1.0,0.0,,,,,,,,,,0.3,0.5,0.0,0.0,F,CLK
H. Calhanoglu,INT,0.5,0.5,0.0,0.0,,,,,,,,,,0.3,0.2,0.5,0.0,M,CLK
T. Courtois,RMA,0.5,0.4,1.0,0.0,,,,,,,,,,0.5,0.2,0.0,1.8,G,CLK
P. Højbjerg,TOT,0.5,0.4,0.0,0.0,,,,,,,,,,0.8,0.0,0.0,1.8,M,CLK
A. Olsen,BRU,0.5,1.0,0.0,0.0,,,,,,,,,,0.5,0.5,0.7,-8.1,A,CLK
H. Elliott,LIV,0.5,0.9,0.0,0.0,,,,,,,,,,0.8,0.3,0.5,-6.3,M,CLK
J. Hendry,BRU,0.5,0.5,0.0,0.0,,,,,,,,,,0.3,0.2,0.5,-0.9,F,CLK
A. Becker,LIV,0.5,0.5,0.0,0.0,,,,,,,,,,0.0,0.2,0.7,-0.9,G,CLK
A. Robertson,LIV,0.5,0.5,0.0,0.0,,,,,,,,,,0.5,0.2,0.2,-0.9,F,CLK
I. Perisic,TOT,0.5,0.5,0.0,0.0,,,,,,,,,,0.8,0.2,0.0,-0.9,M,CLK
D. Upamecano,BAY,0.5,0.4,0.0,0.0,,,,,,,,,,0.3,0.3,0.0,0.9,F,CLK
M. Ristic,BEN,0.5,0.4,0.0,0.0,,,,,,,,,,0.5,0.2,0.0,0.9,F,CLK
A. Rüdiger,RMA,0.5,0.4,0.0,0.0,,,,,,,,,,0.5,0.2,0.0,0.9,F,CLK
A. Buta,FFM,0.4,0.4,0.0,0.0,,,,,,,,,,0.3,0.2,0.2,0.0,F,CLK
E. Cossa,FCP,0.4,0.4,0.0,0.0,,,,,,,,,,0.5,0.2,0.0,0.0,A,CLK
F. Acerbi,INT,0.4,0.4,1.0,0.0,,,,,,,,,,0.0,0.5,0.0,0.0,F,CLK
R. Gagliardini,INT,0.4,0.4,0.0,0.0,,,,,,,,,,0.0,0.5,0.0,0.0,M,CLK
R. Loftus-Cheek,CHE,0.4,0.3,0.0,0.0,,,,,,,,,,0.0,0.0,0.5,1.8,M,CLK
T. Müller,BAY,0.3,0.5,0.0,0.0,,,,,,,,,,0.0,0.5,0.2,-2.7,A,CLK
S. Eustaquio,FCP,0.3,0.4,0.0,0.0,,,,,,,,,,0.0,0.3,0.2,-0.9,M,CLK
J. Jesus,NAP,0.3,0.4,0.0,0.0,,,,,,,,,,0.8,0.0,0.0,-0.9,F,CLK
C. De Ketelaere,ACM,0.3,0.3,0.0,0.0,,,,,,,,,,0.0,0.3,0.0,0.9,A,CLK
C. Palmer,MAC,0.3,0.4,0.0,0.0,,,,,,,,,,0.3,0.2,0.2,-1.8,M,CLK
A. Rebic,ACM,0.3,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,0.0,A,CLK
M. Cucurella,CHE,0.3,0.3,0.0,0.0,,,,,,,,,,0.3,0.0,0.2,0.0,F,CLK
C. Mata,BRU,0.3,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,0.0,F,CLK
N. Lang,BRU,0.3,0.3,1.0,0.0,,,,,,,,,,0.3,0.0,0.2,0.0,A,CLK
J. Horz,FFM,0.3,0.3,0.0,0.0,,,,,,,,,,0.3,0.0,0.2,0.0,G,CLK
Evanilson,FCP,0.3,0.3,0.0,0.0,,,,,,,,,,0.0,0.2,0.2,0.0,A,CLK
M. Brozovic,INT,0.3,0.3,0.0,0.0,,,,,,,,,,0.0,0.3,0.0,0.0,M,CLK
V. Carboni,INT,0.3,0.3,0.0,0.0,,,,,,,,,,0.3,0.2,0.0,0.0,M,CLK
D. Pereira,PSG,0.3,0.3,1.0,0.0,,,,,,,,,,0.0,0.3,0.0,0.0,M,CLK
C. Nkunku,RBL,0.3,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,0.0,M,CLK
E. Hazard,RMA,0.3,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,0.0,A,CLK
C. Lenglet,TOT,0.3,0.3,0.0,0.0,,,,,,,,,,0.0,0.3,0.0,0.0,F,CLK
J. Stones,MAC,0.2,0.4,0.0,0.0,,,,,,,,,,0.5,0.2,0.0,-2.7,F,CLK
I. Bennacer,ACM,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
A. Papadopoulos,BVB,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
M. Mount,CHE,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
M. Kovacic,CHE,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
B. Mechele,BRU,0.2,0.3,1.0,0.0,,,,,,,,,,0.3,0.2,0.0,-0.9,F,CLK
R. Yaremchuk,BRU,0.2,0.3,0.0,0.0,,,,,,,,,,0.0,0.0,0.5,-0.9,A,CLK
S. Rode,FFM,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
E. Dzeko,INT,0.2,0.3,0.0,0.0,,,,,,,,,,0.0,0.2,0.2,-0.9,A,CLK
A. Oxlade-Chamberlain,LIV,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
M. Perrone,MAC,0.2,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-0.9,M,CLK
Vitinha,PSG,0.2,0.3,0.0,0.0,,,,,,,,,,0.0,0.3,0.0,-0.9,M,CLK
Rodrygo,RMA,0.2,0.3,1.0,0.0,,,,,,,,,,0.0,0.3,0.0,-0.9,A,CLK
C. Romero,TOT,0.2,0.3,0.0,0.0,,,,,,,,,,0.0,0.2,0.2,-0.9,F,CLK
L. Hernandez,BAY,0.2,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.9,F,CLK
M. Tel,BAY,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.9,A,CLK
N. Shinton,BRU,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.9,G,CLK
T. Buchanan,BRU,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.9,A,CLK
L. Silva Melo,FFM,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.9,F,CLK
M. Grujic,FCP,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.0,0.2,0.9,M,CLK
B. Bereszynski,NAP,0.2,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.9,F,CLK
M. Politano,NAP,0.2,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.9,A,CLK
J. Bernat,PSG,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.0,0.2,0.9,F,CLK
M. Asensio,RMA,0.2,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.9,A,CLK
N. Jr.,PSG,0.1,1.0,1.0,0.0,,,,,,,,,,0.5,0.5,0.7,-12.6,A,CLK
V. van Dijk,LIV,0.1,0.5,1.0,0.0,,,,,,,,,,0.3,0.2,0.5,-5.4,F,CLK
D. Kamada,FFM,0.1,0.3,0.0,0.0,,,,,,,,,,0.3,0.2,0.0,-1.8,M,CLK
D. Calabria,ACM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,F,CLK
T. Pobega,ACM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,M,CLK
B. Pavard,BAY,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,F,CLK
D. Blind,BAY,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,F,CLK
R. Gravenberch,BAY,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,M,CLK
S. Gnabry,BAY,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,A,CLK
M. Dahoud,BVB,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,M,CLK
A. Sylla,BRU,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.0,0.2,0.0,F,CLK
D. Boyata,BRU,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.0,0.2,0.0,F,CLK
M. Rits,BRU,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,M,CLK
F. Otto,FFM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,F,CLK
A. Knauff,FFM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,A,CLK
I. Marcano,FCP,0.1,0.1,1.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,F,CLK
Wendell,FCP,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,F,CLK
R. Williams,LIV,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,F,CLK
Fabinho,LIV,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,M,CLK
G. Gaetano,NAP,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,M,CLK
S. Ramos,PSG,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,F,CLK
D. Szoboszlai,RBL,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,0.0,M,CLK
E. Dier,TOT,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,F,CLK
D. Sanchez,TOT,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,F,CLK
K. Adeyemi,BVB,0.1,0.4,0.0,0.0,,,,,,,,,,0.3,0.3,0.0,-4.5,A,CLK
Otavio,FCP,0.1,0.4,0.0,0.0,,,,,,,,,,0.3,0.2,0.2,-4.5,M,CLK
D. Carmo,FCP,0.1,0.3,0.0,0.0,,,,,,,,,,0.5,0.0,0.0,-2.7,F,CLK
Marquinhos,PSG,0.1,0.3,0.0,0.0,,,,,,,,,,0.3,0.2,0.0,-2.7,F,CLK
H. Son,TOT,0.1,0.3,0.0,0.0,,,,,,,,,,0.0,0.3,0.0,-2.7,A,CLK
F. Tomori,ACM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,F,CLK
D. Origi,ACM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,A,CLK
N. Mazraoui,BAY,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,F,CLK
P. Musa,BEN,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,A,CLK
F. Passlack,BVB,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,-0.9,M,CLK
C. Pulisic,CHE,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,-0.9,M,CLK
H. Ziyech,CHE,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,-0.9,M,CLK
R. Onyedika,BRU,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,M,CLK
E. N'Dicka,FFM,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,F,CLK
K. Asllani,INT,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,M,CLK
J. Milner,LIV,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,M,CLK
D. Jota,LIV,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.0,0.2,-0.9,A,CLK
R. Firmino,LIV,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,A,CLK
T. Pembele,PSG,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,F,CLK
S. Ba,RBL,0.1,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-0.9,F,CLK
A. Lunin,RMA,0.1,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,-0.9,G,CLK
G. Raspadori,NAP,0.0,0.4,0.0,0.0,,,,,,,,,,0.0,0.5,0.0,-5.4,A,CLK
Y. Moukoko,BVB,0.0,0.3,0.0,0.0,,,,,,,,,,0.3,0.0,0.2,-3.6,A,CLK
C. Tengstedt,BEN,0.0,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-1.8,A,CLK
F. Jutgla,BRU,0.0,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-1.8,A,CLK
K. Phillips,MAC,0.0,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-1.8,M,CLK
M. Verratti,PSG,0.0,0.1,0.0,0.0,,,,,,,,,,0.0,0.2,0.0,-1.8,M,CLK
D. Alaba,RMA,0.0,0.1,1.0,0.0,,,,,,,,,,0.0,0.2,0.0,-1.8,F,CLK
J. Draxler,BEN,0.0,0.3,1.0,0.0,,,,,,,,,,0.0,0.3,0.0,-4.5,M,CLK
A. Hakimi,PSG,0.0,0.3,0.0,0.0,,,,,,,,,,0.3,0.0,0.2,-5.4,F,CLK
P. Kimpembe,PSG,0.0,0.1,0.0,0.0,,,,,,,,,,0.0,0.0,0.2,-2.7,F,CLK
H. Ekitike,PSG,0.0,0.1,0.0,0.0,,,,,,,,,,0.3,0.0,0.0,-5.4,A,CLK
P. Gavi,FCB,63.2,68.4,89.0,72.8,,,,,,,0.6,-5.0,-0.1,66.3,66.3,72.9,-65.7,M,LL
R. Lewandowski,FCB,48.3,58.7,92.0,65.7,,,,,,,1.3,-2.0,1.0,47.3,56.5,68.9,-129.6,A,LL
D. Rico,RSO,40.5,38.9,29.0,41.5,,,,,,,1.8,-8.0,2.0,44.2,38.2,36.7,19.8,F,LL
A. Sørloth,RSO,40.3,37.6,32.0,39.8,,,,,,,-1.1,-9.0,-1.9,39.9,38.0,35.5,34.2,A,LL
A. Christensen,FCB,33.6,32.9,44.0,36.2,,,,,,,0.0,1.0,-0.1,32.2,32.5,34.0,8.1,F,LL
K. Benzema,RMA,31.3,27.3,29.0,29.4,,,,,,,3.8,12.0,4.3,27.1,26.9,27.9,50.4,A,LL
Y. En-Nesyri,SEV,30.8,32.4,49.0,34.9,,,,,,,0.9,2.0,1.3,29.8,30.0,37.4,-19.8,A,LL
G. Veiga,CDV,29.6,26.8,59.0,30.6,,,,,,,12.8,55.0,16.1,21.3,27.7,28.9,35.1,M,LL
M. ter Stegen,FCB,29.5,29.3,61.0,32.5,,,,,,,0.9,-4.0,0.8,25.2,31.2,29.1,2.7,G,LL
S. Chukwueze,VIL,24.5,22.6,31.0,24.2,,,,,,,6.7,20.0,8.1,20.2,20.0,27.9,23.4,M,LL
E. Camavinga,RMA,24.4,24.9,21.0,24.9,,,,,,,-0.2,-6.0,-1.0,31.8,25.5,19.6,-5.4,M,LL
N. Fernandez,RMA,23.7,23.4,40.0,26.5,,,,,,,-1.0,3.0,-1.7,16.7,21.6,30.3,3.6,F,LL
N. Molina,ATM,22.3,23.4,21.0,24.0,,,,,,,-15.2,-35.0,-18.1,26.0,25.2,19.3,-13.5,F,LL
P. Barrios,ATM,21.0,20.5,19.0,21.6,,,,,,,-6.6,-11.0,-7.9,22.1,19.9,20.3,7.2,M,LL
R. Le Normand,RSO,20.7,19.3,13.0,19.6,,,,,,,-0.8,-2.0,-1.1,20.5,18.8,19.3,17.1,F,LL
D. Ceballos,RMA,19.6,19.2,22.0,20.2,,,,,,,-4.2,-19.0,-5.9,15.5,19.2,21.5,5.4,M,LL
J. Galan,CDV,17.1,16.5,34.0,18.5,,,,,,,9.7,32.0,12.1,13.2,14.6,21.5,6.3,F,LL
Raphinha,FCB,17.0,16.4,12.0,16.0,,,,,,,-1.5,-3.0,-1.8,14.0,17.3,16.6,7.2,A,LL
A. Remiro,RSO,15.5,15.2,7.0,16.1,,,,,,,0.8,1.0,0.5,17.4,13.9,15.6,3.6,G,LL
Y. Sabaly,BET,13.7,15.7,9.0,16.5,,,,,,,-9.0,-29.0,-10.5,14.7,17.8,13.4,-26.1,F,LL
Abner,BET,12.2,13.8,16.0,15.6,,,,,,,9.7,10.0,10.9,9.7,12.0,19.1,-20.7,F,LL
I. Villar,CDV,11.9,11.8,17.0,13.1,,,,,,,6.8,15.0,7.9,6.2,11.8,15.2,1.8,G,LL
I. Rakitic,SEV,11.6,12.2,12.0,12.3,,,,,,,-3.6,-7.0,-4.6,12.0,11.5,13.4,-8.1,M,LL
A. Vidal,ESP,11.4,11.4,24.0,12.8,,,,,,,-1.0,6.0,-1.1,9.7,10.1,14.2,0.9,F,LL
B. Mendez,RSO,11.4,10.6,5.0,9.6,,,,,,,0.6,-2.0,0.5,11.6,12.2,7.8,9.0,M,LL
A. Guardado,BET,10.9,11.5,18.0,12.1,,,,,,,1.8,2.0,1.8,12.8,9.4,13.7,-8.1,M,LL
R. Navarro,RSO,10.3,11.2,12.0,11.5,,,,,,,-1.4,0.0,-1.8,10.5,11.1,11.7,-11.7,M,LL
N. Fekir,BET,9.5,11.9,13.0,12.6,,,,,,,6.4,5.0,7.1,10.5,12.2,12.5,-30.6,M,LL
M. Asensio,RMA,8.6,8.8,10.0,9.6,,,,,,,-1.4,-1.0,-2.1,8.1,9.2,8.6,-2.7,A,LL
J. Navas,SEV,8.2,8.4,6.0,7.6,,,,,,,0.8,-1.0,0.6,11.6,9.8,4.4,-1.8,F,LL
D. Carvajal,RMA,8.1,7.8,13.0,8.1,,,,,,,0.1,-1.0,0.0,9.3,6.3,9.0,3.6,F,LL
V. Junior,RMA,8.1,6.5,0.0,4.2,,,,,,,1.9,-1.0,1.8,10.5,6.3,4.2,19.8,A,LL
A. Griezmann,ATM,7.9,7.2,5.0,7.6,,,,,,,-2.6,-2.0,-2.2,8.5,7.2,6.4,9.0,A,LL
L. Henrique,BET,7.8,8.7,2.0,8.8,,,,,,,2.3,1.0,2.4,8.5,9.2,8.1,-10.8,A,LL
J. Puado,ESP,7.8,8.0,9.0,8.4,,,,,,,1.1,3.0,1.6,6.6,8.4,8.3,-2.7,M,LL
S. Roberto,FCB,7.2,6.4,9.0,7.2,,,,,,,4.8,6.0,5.7,5.4,5.3,8.6,9.9,F,LL
A. Illarramendi,RSO,7.1,7.2,2.0,6.9,,,,,,,0.6,1.0,0.3,7.8,8.6,4.9,-0.9,M,LL
F. Valverde,RMA,6.6,6.5,1.0,5.5,,,,,,,0.9,0.0,1.1,6.6,5.8,7.3,1.8,M,LL
J. Kounde,FCB,6.6,6.6,16.0,7.3,,,,,,,0.4,0.0,0.4,5.0,7.2,6.6,0.0,F,LL
L. de la Torre,CDV,6.5,6.2,7.0,7.3,,,,,,,4.6,7.0,5.5,3.9,5.1,9.3,3.6,M,LL
P. Gazzaniga,GIR,6.4,6.4,3.0,6.6,,,,,,,-6.1,-8.0,-6.4,3.1,8.0,6.1,0.0,G,LL
O. Sancet,BIL,6.4,6.1,3.0,5.7,,,,,,,2.7,2.0,3.0,3.9,7.4,5.6,3.6,M,LL
M. Braithwaite,ESP,6.2,4.5,11.0,4.1,,,,,,,0.0,6.0,0.3,3.5,5.1,4.2,21.6,A,LL
G. Montiel,SEV,6.1,6.5,3.0,7.0,,,,,,,1.2,0.0,1.3,3.9,5.3,9.8,-4.5,F,LL
M. Hermoso,ATM,5.9,4.6,6.0,4.2,,,,,,,-1.8,-2.0,-2.6,5.0,4.6,4.4,16.2,F,LL
A. Morata,ATM,5.9,5.9,1.0,5.3,,,,,,,-2.1,1.0,-1.7,7.0,6.3,4.6,0.0,A,LL
S. Dimitrievski,RVA,5.7,6.4,6.0,6.1,,,,,,,-0.2,2.0,-0.1,6.2,5.7,7.6,-8.1,G,LL
Y. Pino,VIL,5.4,5.3,4.0,4.9,,,,,,,1.5,3.0,2.0,4.7,6.2,4.4,1.8,M,LL
I. Aspas,CDV,5.4,5.2,5.0,4.7,,,,,,,1.5,5.0,1.9,5.8,3.9,6.6,2.7,A,LL
I. Zubeldia,RSO,5.4,5.2,2.0,4.3,,,,,,,0.3,-1.0,0.0,5.4,6.3,3.4,2.7,F,LL
B. Olivan,ESP,5.3,5.3,10.0,6.0,,,,,,,1.3,0.0,1.5,4.7,4.8,6.4,0.0,F,LL
A. Rüdiger,RMA,5.3,5.1,6.0,4.7,,,,,,,-0.3,0.0,-0.1,4.7,4.6,6.1,1.8,F,LL
M. Oyarzabal,RSO,5.0,3.7,4.0,3.6,,,,,,,1.0,-2.0,0.9,3.1,2.9,5.1,17.1,A,LL
S. Camello,RVA,5.0,5.9,4.0,5.1,,,,,,,-0.1,1.0,0.2,8.1,5.5,5.1,-11.7,A,LL
B. Garcia,GIR,4.8,4.8,5.0,5.0,,,,,,,-9.2,-25.0,-10.6,2.3,6.0,4.6,0.0,M,LL
A. Fati,FCB,4.7,5.0,1.0,4.6,,,,,,,-0.6,-1.0,-1.0,4.7,5.1,4.9,-2.7,A,LL
A. Perez,BET,4.7,5.0,9.0,5.2,,,,,,,4.6,8.0,4.7,2.3,5.8,5.6,-4.5,A,LL
V. Muriqi,MCA,4.6,2.8,0.0,1.9,,,,,,,0.1,0.0,0.2,3.5,2.2,3.2,22.5,A,LL
M. Acuna,SEV,4.5,4.4,5.0,4.8,,,,,,,1.0,1.0,1.5,4.7,4.8,3.7,1.8,F,LL
J. Oblak,ATM,4.4,4.2,2.0,4.0,,,,,,,-1.1,-3.0,-1.3,5.0,4.3,3.7,1.8,G,LL
Y. Musah,VAL,4.3,4.7,0.0,3.6,,,,,,,-0.9,-1.0,-1.2,6.6,4.6,3.7,-5.4,M,LL
J. Mojica,VIL,4.2,4.2,1.0,3.9,,,,,,,0.1,1.0,-0.1,3.1,3.6,5.9,0.0,F,LL
J. Foyth,VIL,4.1,3.9,7.0,4.1,,,,,,,3.0,6.0,3.3,3.1,2.7,6.1,2.7,F,LL
F. Kessie,FCB,4.0,3.8,1.0,3.6,,,,,,,-0.1,-1.0,-0.1,3.5,4.3,3.2,2.7,M,LL
T. Lemar,ATM,3.8,3.8,0.0,3.1,,,,,,,-3.7,-1.0,-3.8,5.0,4.3,2.4,0.0,M,LL
A. Moreno,VIL,3.7,3.7,4.0,3.2,,,,,,,1.0,4.0,1.3,6.2,3.1,2.9,0.9,F,LL
